epoch,loss
0,0.039403746460508364
1,0.02394686269144401
2,0.02182721253775653
3,0.021266504921174354
4,0.020310130625322005
5,0.0196315391740085
6,0.019496497900635682
7,0.018951945484847542
8,0.018924023334797514
9,0.01861476834929428
10,0.018511213399398423
11,0.01824149850184692
12,0.018214074045638233
13,0.01808988793576454
14,0.01845738525587212
15,0.0181159388415816
16,0.01798490341209284
17,0.017834352071361238
18,0.017522085929991965
19,0.017554182697413642
20,0.017686388858378033
21,0.017342784659264976
22,0.01698940003847669
23,0.017317956951789615
24,0.01734738134366223
25,0.016924970230543436
26,0.016984680141537322
27,0.016741400142416856
28,0.01679833578928447
29,0.009726656918780016
30,0.00733376975944651
31,0.007454505051308142
32,0.007350134031404273
33,0.00721290528613523
34,0.00726412908868795
35,0.007343840613517369
36,0.006843281527330674
37,0.0069468807835310654
38,0.006782810195524351
39,0.006978955491411208
40,0.007017989504361923
41,0.006546375679642098
42,0.006866512256184984
43,0.006734203972190994
44,0.006493523718411335
45,0.006344241176083161
46,0.006370668527311689
47,0.006331986960870976
48,0.006554474612196449
49,0.006090777074664837
