epoch,loss
0,0.14644804872847003
1,0.11226724490524892
2,0.05779628378918583
3,0.013865947227287304
4,0.012730870304940104
5,0.011674962783119146
6,0.01114108829695313
7,0.011101325663251414
8,0.010619300319056712
9,0.010352754783104054
10,0.010229427756807477
11,0.009758488099536337
12,0.009554083364456
13,0.009531987058603489
14,0.009503255221982103
15,0.009331211297283586
16,0.00919178112047074
17,0.009123535933500486
18,0.008708544678103544
19,0.0086950542011244
20,0.00857923058820879
21,0.008146337529791473
22,0.008245210721765692
23,0.008612309214114681
24,0.00790365468639075
25,0.008243879611251026
26,0.0080285571275044
27,0.007810122596487472
28,0.007874565027579996
29,0.007685504291400421
30,0.007493039021139592
31,0.007412422253787706
32,0.007816981909535066
33,0.0073614197786626345
34,0.0072650728392022875
35,0.007581642218106167
36,0.007152710687607677
37,0.007479046503792808
38,0.0072504603488265625
39,0.00694420138010589
40,0.006946418039852776
41,0.007696099693033029
42,0.007724054020025191
43,0.007034324716114136
44,0.007062352125880309
45,0.006943997885521418
46,0.007149464323037627
47,0.007005929843506432
48,0.006876756532401667
49,0.006700763050863588
