epoch,loss
0,0.09023193991886408
1,0.07811620956430344
2,0.07083282233386544
3,0.06453240955289934
4,0.06170232751875201
5,0.06062284691318485
6,0.0589044538633618
7,0.05882074930408344
8,0.058874870832139596
9,0.056155446170260755
10,0.05714201758396438
11,0.05626784962005593
12,0.05548552488064666
13,0.05549717281397677
14,0.05418777869646693
15,0.054350972380123166
16,0.054549407100462834
17,0.05428564793789512
18,0.05374407590086317
19,0.057149078170361245
20,0.05505047981578486
21,0.05435539917143842
22,0.05312846330263518
23,0.05325112548733416
24,0.05394947842041548
25,0.05283274423442276
26,0.05258353758588991
27,0.05256692411522294
28,0.053085047876908015
29,0.05263905372344077
30,0.05392114984915345
31,0.052983792234750006
32,0.052274188648093474
33,0.052102562531774005
34,0.05245582357366956
35,0.052228966825790056
36,0.05209634914607001
37,0.05486132597923676
38,0.05193449053833194
39,0.05246024781937033
40,0.0511862097649535
41,0.04930481049680482
42,0.046209772959641335
43,0.045463397640637705
44,0.04354921016256156
45,0.04420549201133528
46,0.044698508896793776
47,0.04327797186913141
48,0.04293203234944643
49,0.04317309390826439
